+7.57150000E-03,+106.25000158E-03
+7.57155000E-03,-300.00000447E-03
+7.57160000E-03,+56.25000084E-03
+7.57165000E-03,+250.00000372E-03
+7.57170000E-03,-300.00000446E-03
+7.57175000E-03,+12.50000018E-03
+7.57180000E-03,+343.75000511E-03
+7.57185000E-03,-268.75000398E-03
+7.57190000E-03,-43.75000066E-03
+7.57195000E-03,+343.75000510E-03
+7.57200000E-03,-237.50000351E-03
+7.57205000E-03,-125.00000187E-03
+7.57210000E-03,+393.75000583E-03
+7.57215000E-03,-237.50000349E-03
+7.57220000E-03,-162.50000243E-03
+7.57225000E-03,+418.75000619E-03
+7.57230000E-03,-231.25000339E-03
+7.57235000E-03,-181.25000271E-03
+7.57240000E-03,+375.00000553E-03
+7.57245000E-03,-200.00000292E-03
+7.57250000E-03,-250.00000372E-03
+7.57255000E-03,+312.50000459E-03
+7.57260000E-03,-112.50000162E-03
+7.57265000E-03,-281.25000417E-03
+7.57270000E-03,+262.50000384E-03
+7.57275000E-03,-43.75000061E-03
+7.57280000E-03,-281.25000416E-03
+7.57285000E-03,+168.75000244E-03
+7.57290000E-03,+56.25000086E-03
+7.57295000E-03,-275.00000404E-03
+7.57300000E-03,+100.00000142E-03
+7.57305000E-03,+187.50000278E-03
+7.57310000E-03,-293.75000429E-03
+7.57315000E-03,+12.50000013E-03
+7.57320000E-03,+268.75000395E-03
+7.57325000E-03,-300.00000435E-03
+7.57330000E-03,-31.25000052E-03
+7.57335000E-03,+337.50000495E-03
+7.57340000E-03,-268.75000387E-03
+7.57345000E-03,-100.00000153E-03
+7.57350000E-03,+375.00000548E-03
+7.57355000E-03,-231.25000330E-03
+7.57360000E-03,-175.00000262E-03
+7.57365000E-03,+418.75000609E-03
+7.57370000E-03,-231.25000328E-03
+7.57375000E-03,-206.25000308E-03
+7.57380000E-03,+393.75000571E-03
+7.57385000E-03,-181.25000254E-03
+7.57390000E-03,-218.75000325E-03
+7.57395000E-03,+318.75000459E-03
+7.57400000E-03,-137.50000191E-03
+7.57405000E-03,-250.00000369E-03
+7.57410000E-03,+262.50000375E-03
+7.57415000E-03,-81.25000110E-03
+7.57420000E-03,-256.25000376E-03
+7.57425000E-03,+225.00000320E-03
+7.57430000E-03,-6.25000002E-03
+7.57435000E-03,-256.25000373E-03
+7.57440000E-03,+150.00000210E-03
+7.57445000E-03,+112.50000169E-03
+7.57450000E-03,-300.00000432E-03
+7.57455000E-03,+50.00000062E-03
+7.57460000E-03,+250.00000365E-03
+7.57465000E-03,-306.25000436E-03
+7.57470000E-03,-6.25000021E-03
+7.57475000E-03,+331.25000481E-03
+7.57480000E-03,-281.25000395E-03
+7.57485000E-03,-68.75000111E-03
+7.57490000E-03,+337.50000487E-03
+7.57495000E-03,-243.75000340E-03
+7.57500000E-03,-137.50000209E-03
+7.57505000E-03,+381.25000546E-03
+7.57510000E-03,-237.50000328E-03
+7.57515000E-03,-162.50000245E-03
+7.57520000E-03,+406.25000581E-03
+7.57525000E-03,-225.00000307E-03
+7.57530000E-03,-193.75000290E-03
+7.57535000E-03,+375.00000533E-03
+7.57540000E-03,-181.25000244E-03
+7.57545000E-03,-250.00000369E-03
+7.57550000E-03,+312.50000439E-03
+7.57555000E-03,-106.25000138E-03
+7.57560000E-03,-275.00000402E-03
+7.57565000E-03,+250.00000347E-03
+7.57570000E-03,-31.25000033E-03
+7.57575000E-03,-287.50000416E-03
+7.57580000E-03,+168.75000228E-03
+7.57585000E-03,+81.25000126E-03
+7.57590000E-03,-268.75000382E-03
+7.57595000E-03,+75.00000094E-03
+7.57600000E-03,+200.00000291E-03
+7.57605000E-03,-287.50000402E-03
+7.57610000E-03,+6.24999993E-03
+7.57615000E-03,+275.00000395E-03
+7.57620000E-03,-287.50000397E-03
+7.57625000E-03,-31.25000061E-03
+7.57630000E-03,+343.75000491E-03
+7.57635000E-03,-268.75000365E-03
+7.57640000E-03,-106.25000168E-03
+7.57645000E-03,+375.00000531E-03
+7.57650000E-03,-237.50000318E-03
+7.57655000E-03,-175.00000265E-03
+7.57660000E-03,+418.75000588E-03
+7.57665000E-03,-231.25000305E-03
+7.57670000E-03,-212.50000318E-03
+7.57675000E-03,+393.75000549E-03
+7.57680000E-03,-168.75000216E-03
+7.57685000E-03,-218.75000323E-03
+7.57690000E-03,+300.00000414E-03
+7.57695000E-03,-125.00000159E-03
+7.57700000E-03,-262.50000382E-03
+7.57705000E-03,+250.00000339E-03
+7.57710000E-03,-75.00000090E-03
+7.57715000E-03,-268.75000388E-03
+7.57720000E-03,+212.50000284E-03
+7.57725000E-03,+12.50000032E-03
+7.57730000E-03,-256.25000363E-03
+7.57735000E-03,+137.50000178E-03
+7.57740000E-03,+125.00000187E-03
+7.57745000E-03,-306.25000426E-03
+7.57750000E-03,+37.50000031E-03
+7.57755000E-03,+268.75000384E-03
+7.57760000E-03,-300.00000406E-03
+7.57765000E-03,-220E-12
+7.57770000E-03,+343.75000487E-03
+7.57775000E-03,-275.00000364E-03
+7.57780000E-03,-50.00000091E-03
+7.57785000E-03,+368.75000518E-03
+7.57790000E-03,-250.00000326E-03
+7.57795000E-03,-137.50000213E-03
+7.57800000E-03,+406.25000564E-03
+7.57805000E-03,-225.00000286E-03
+7.57810000E-03,-168.75000256E-03
+7.57815000E-03,+406.25000560E-03
+7.57820000E-03,-225.00000285E-03
+7.57825000E-03,-193.75000291E-03
+7.57830000E-03,+362.50000495E-03
+7.57835000E-03,-175.00000217E-03
+7.57840000E-03,-243.75000358E-03
+7.57845000E-03,+300.00000402E-03
+7.57850000E-03,-100.00000116E-03
+7.57855000E-03,-281.25000404E-03
+7.57860000E-03,+243.75000319E-03
+7.57865000E-03,-18.75000006E-03
+7.57870000E-03,-281.25000397E-03
+7.57875000E-03,+162.50000204E-03
+7.57880000E-03,+93.75000146E-03
+7.57885000E-03,-262.50000360E-03
+7.57890000E-03,+81.25000091E-03
+7.57895000E-03,+212.50000305E-03
+7.57900000E-03,-281.25000375E-03
+7.57905000E-03,+12.49999992E-03
+7.57910000E-03,+300.00000421E-03
+7.57915000E-03,-287.50000375E-03
+7.57920000E-03,-37.50000079E-03
+7.57925000E-03,+337.50000469E-03
+7.57930000E-03,-250.00000318E-03
+7.57935000E-03,-112.50000180E-03
